pageid,title,wikitext,anlam,parcalar,yeni_parcalar,degisti_mi,muhtemel aynılar
230487,"Ana ile kız, helva ile koz",#ERROR!,"# Koz helvasının içindeki cevizle helvayı ayırmak nasıl olanaksızsa, ana ile kızı da birbirinden ayırmak öylece olanaksızdır. ","koz, helvasının, helva, içindeki, iç, cevizle, ceviz, helvayı, helva, ayırmak, olanaksızsa, olanak, ana, kızı, kız, birbirinden, birbiri, ayırmak, öylece, öyle, olanaksızdır, olanak","koz, helvasının, helva, içindeki, iç, cevizle, ceviz, helvayı, helva, ayırmak, olanaksızsa, olanak, ana, kızı, kız, birbirinden, birbiri, ayırmak, öylece, öyle, olanaksızdır, olanak",0,
223743,"Ana kızına taht kurar, kız bahtı kocadan arar",#ERROR!,"# ""Kocası iyi olmayan bir kadın, kendi ne kadar zengin olursa olsun mutlu olamaz"" anlamında kullanılan bir söz.","kocası, koca, iyi, olmayan, olmak, bir, kadın, kendi, kadar, zengin, olursa, olur, olsun, olmak, mutlu, olamaz, anlamında, anlam, kullanılan, kul, bir, söz","kocası, koca, iyi, olmayan, olmak, bir, kadın, kendi, kadar, zengin, olursa, olmak, olsun, olmak, mutlu, olamaz",1,
230488,"Ana kızına taht kurmuş, baht kuramamış",#ERROR!,"# Ana baba, kızlarını sultanlar gibi yaşatabilirler. Ama onun evlendikten sonra mutlu olmasını sağlamak, ellerinde değildir. ","ana, baba, kızlarını, kız, sultanlar, sultan, yaşatabilirler, yaşamak, onun, onmak, evlendikten, evlenmek, sonra, mutlu, olmasını, olmak, sağlamak, ellerinde, el, değildir, değil","ana, baba, kızlarını, kız, sultanlar, sultan, yaşatabilirler, yaşamak, onun, evlendikten, evlenmek, sonra, mutlu, olmasını, olmak, sağlamak, ellerinde, el, değildir, değil",1,
230489,"Ana yılan, sözü yalan, karı çiçek, sözü gerçek",#ERROR!,# Karısını çok seven ve anasıyla karısı arasındaki geçimsizlikte anasını haksız bulan oğulun yargılarıdır bunlar.,"karısını, karı, seven, anasıyla, anas, karısı, karı, arasındaki, aras, geçimsizlikte, geçim, anasını, anas, haksız, hak, bulan, bulanmak, oğulun, yargılarıdır, yargı, bunlar, bun","karısını, karı, seven, anasıyla, ana, karısı, karı, arasındaki, ara, geçimsizlikte, geçim, anasını, ana, haksız, hak, bulan, bulmak, oğulun, yargılarıdır, yargı, bunlar",1,
230470,"Ana, yürekten yana",#ERROR!,"# Bir kimseye candan, yürekten bağlı olan, onun üzüntülerini gerçekten paylaşan varlık,anasıdır. ","bir, kimseye, kimse, candan, yürekten, bağlı, bağ, olan, o, onun, onmak, üzüntülerini, üzüntü, gerçekten, paylaşan, paylaşmak, varlık, anasıdır, anas","bir, kimseye, kimse, candan, yürekten, bağlı, bağ, olan, onun, üzüntülerini, üzüntü, gerçekten, paylaşan, paylaşmak, varlık, anasıdır, ana",1,
230471,"Anadan olur daya, hamurdan olur maya",#ERROR!,# Hiçbir dadı annenin yerini tutamaz. Hamurun mayası yine kendisindedir. Demek ki bir işikusursuz yapabilmek için özüne uygun en iyi araç kullanılmalıdır. Derme çatma araçlarla yapılanişten iyi sonuç alınamaz.,"hiçbir, dadı, annenin, anne, yerini, yer, tutamaz, hamurun, hamur, mayası, maya, yine, kendisindedir, kendi, demek, bir, işikusursuz, yapabilmek, özüne, öz, uygun, iyi, araç, kullanılmalıdır, kul, derme, dermek, çatma, çatmak, araçlarla, araç, yapılanişten, iyi, sonuç, alınamaz","hiçbir, dadı, annenin, anne, yerini, yer, tutamaz, hamurun, hamur, mayası, maya, yine, kendisindedir, kendi, demek, bir, işi, kusursuz, yapabilmek, özüne, öz, uygun, iyi, araç, kullanılmalıdır, kul, derme çatma, araçlarla, araç, yapılan, işten, iyi, sonuç, alınamaz",1,
230472,Anahtar doğruyadır,#ERROR!,"# Bir yerin kilitlenmesi, kötü niyetli olmayanlar için işe yarar. Ama hırsız için işe yaramaz. ","bir, yerin, yerinmek, kilitlenmesi, kilitlemek, kötü, niyetli, niyet, olmayanlar, olmak, işe, işemek, yarar, hırsız, işe, işemek, yaramaz","bir, yerin, yer, kilitlenmesi, kilitlemek, kötü, niyetli, niyet, olmayanlar, olmak, işe, iş, yarar, hırsız, işe, iş, yaramaz",1,
230474,"Analı kuzu, kınalı kuzu",#ERROR!,"# Annesi sağ olan çocuk bakımlı, giyimli, temiz, süslüdür. Annesi ölmüş olan çocukta bakım, giyim, temizlik, süs bulunmaz. ","annesi, anne, sağ, sağmak, olan, o, çocuk, bakımlı, bakım, giyimli, giyim, temiz, süslüdür, süslü, annesi, anne, ölmüş, ölmek, olan, o, çocukta, çocuk, bakım, giyim, temizlik, temiz, süs, süsmek, bulunmaz, bulunmak","annesi, anne, sağ, olan, çocuk, bakımlı, bakım, giyimli, giyim, temiz, süslüdür, süslü, annesi, anne, ölmüş, ölmek, olan, çocukta, çocuk, bakım, giyim, temizlik, temiz, süs, bulunmaz, bulunmak",1,
230473,"Analık usta, yumağı ufak yapar; çocuklar usta, ekmeği çifte kapar",#ERROR!,"# Bir nesneyi paylaştıran kişi, eşitlik ilkesini gözetmekle birlikte, payları beklenenden daha küçük ölçüde dağıtmaya kalkarsa, paydan yararlanacak olanlar, yine eşit olarak daha çok pay alma yolunu bulurlar. ","bir, nesneyi, nesne, paylaştıran, paylaşmak, kişi, eşitlik, eşit, ilkesini, i̇lke, gözetmekle, gözetmek, birlikte, payları, pay, beklenenden, bek, küçük, ölçüde, ölçü, dağıtmaya, dağıtmak, kalkarsa, kalkmak, paydan, payda, yararlanacak, yarar, olanlar, yine, eşit, olarak, pay, alma, almak, yolunu, yol, bulurlar","bir, nesneyi, nesne, paylaştıran, paylaştırmak, kişi, eşitlik, eşit, ilkesini, i̇lke, gözetmekle, gözetmek, birlikte, payları, pay, beklenenden, beklemek, küçük, ölçüde, ölçü, dağıtmaya, dağıtmak, kalkarsa, kalkmak, paydan, payda, yararlanacak, yarar, olanlar, yine, eşit, olarak, pay, alma, almak, yolunu, yol, bulurlar",1,
230476,"Anam babam kesem, elimi soksam yesem",#ERROR!,"# Kişi, başkasından yardım beklememeli, kendi kazancıyla geçinmelidir. ","kişi, başkasından, başka, yardım, beklememeli, beklemek, kendi, kazancıyla, kazanç, geçinmelidir, geçinmek","kişi, başkasından, başka, yardım, beklememeli, beklemek, kendi, kazancıyla, kazanç, geçinmelidir, geçinmek",0,"('Emmim, dayım kesem; elimi soksam yesem', 81, 231101)"
230475,Anamın öleceğini bilseydim kulağı dolu darıya satardım,#ERROR!,"# İnsan en değerli bir malının karşılıksız olarak elinden gideceğini bilse, onu yok denilecek kadar az para ile satar. ","i, nsan, değerli, bir, malının, mal, karşılıksız, karşılık, olarak, elinden, gideceğini, gitmek, bilse, bilmek, onu, on, yok, denilecek, demek, kadar, para, satar","insan, değerli, bir, malının, mal, karşılıksız, karşılık, olarak, elinden, gideceğini, gitmek, bilse, bilmek, onu, yok, denilecek, demek, kadar, para, satar",1,
230480,"Anan güzel idi, hani yeri, baban zengin idi, hani evi",#ERROR!,"# Hiçbir duruma güvenilmez. Bizim olan hiçbir şey, sürekli olarak elimizde kalmaz. Genç ikengüzel olanlar, yaşlandıkça güzelliklerini yitirirler. Önce zengin olanlar, gün gelir, evlerindenolurlar. ","hiçbir, duruma, durum, güvenilmez, bizim, biz, olan, o, hiçbir, sürekli, olarak, elimizde, el, kalmaz, kalmak, genç, ikengüzel, olanlar, yaşlandıkça, yaşlanmak, güzelliklerini, güzel, yitirirler, önce, zengin, olanlar, gün, gelir, evlerindenolurlar","hiçbir, duruma, durum, güvenilmez, bizim, biz, olan, hiçbir, sürekli, olarak, elimizde, el, kalmaz, kalmak, genç, iken, güzel, olanlar, yaşlandıkça, yaşlanmak, güzelliklerini, güzel, yitirirler, önce, zengin, olanlar, gün, gelir, evlerinden, olurlar",1,
230478,Ananın bahtı kızına,#ERROR!,"# Bir anne, mutlu ya da mutsuz, nasıl bir evlilik yaşayışı geçirirse, kızı da öyle bir evlilikyaşayışı geçirir. ","bir, anne, mutlu, mutsuz, bir, evlilik, yaşayışı, geçirirse, kızı, kız, öyle, bir, evlilikyaşayışı, geçirir","bir, anne, mutlu, mutsuz, bir, evlilik, yaşayışı, geçirirse, kızı, kız, öyle, bir, evlilik, yaşayışı, geçirir",1,
230479,Ananın bastığı yavru incinmez,#ERROR!,"# Annenin acı sözü, dayağı çocuğuna ağır gelmez. Çünkü anne bunları onun iyiliği için yapar.Anne çocuğunu öyle korur ki, üzerine basması gerektiği zaman bile incitmeyecek biçimde basar.İncitse de çocuk bunu bildiğinden incinmemiş gibi davranır. ","annenin, anne, acı, sözü, söz, dayağı, dayak, çocuğuna, çocuk, ağır, gelmez, gelmek, anne, bunları, bun, onun, onmak, iyiliği, iyi, yapar, anne, çocuğunu, çocuk, öyle, korur, üzerine, basması, basma, gerektiği, gerekmek, zaman, bile, incitmeyecek, incitmek, biçimde, biçim, basar, i, ncitse, çocuk, bunu, bun, bildiğinden, bilmek, incinmemiş, incinmek, davranır","annenin, anne, acı, sözü, söz, dayağı, dayak, çocuğuna, çocuk, ağır, gelmez, gelmek, anne, bunları, onun, iyiliği, iyi, yapar, anne, çocuğunu, çocuk, öyle, korur, üzerine, basması, basmak, gerektiği, gerekmek, zaman, bile, incitmeyecek, incitmek, biçimde, biçim, basar, incitse, çocuk, bunu, bildiğinden, bilmek, incinmemiş, incinmek, davranır",1,
230477,Ananın çıktığı dala kızı salıncak kurar,#ERROR!,# Büyüklerinin tutumu çocuklara örnek olur. Çocuklar o yolu benimser; bununla yetinmeyerekdaha ileri giderler.,"büyüklerinin, büyük, tutumu, tutum, çocuklara, çocuk, örnek, olur, çocuklar, çocuk, yolu, yol, benimser, benimsemek, bununla, bun, yetinmeyerekdaha, ileri, giderler, gider","büyüklerinin, büyük, tutumu, tutum, çocuklara, çocuk, örnek, olur, çocuklar, çocuk, yolu, yol, benimser, benimsemek, bununla, yetinmeyerek, daha, ileri, giderler, gitmek",1,
230481,"Anasına bak kızını al, kenarına bak bezini al",#ERROR!,"# Kız annesinin birçok huylarını doğuştan almış bulunur. Sonra da annesinin eğitimi ile yetişir. Bunun için bir kızın niteliklerini öğrenmek isteyenler, annesine benzeyeceğini düşünürlerse yanılmamış olurlar. Nitekim bir kumaşın kenarına bakanlar, her yerini görmüş gibi olurlar. ","kız, kızmak, annesinin, anne, birçok, huylarını, huy, doğuştan, almış, almak, bulunur, sonra, annesinin, anne, eğitimi, eğitim, yetişir, bunun, bun, bir, kızın, kızmak, niteliklerini, nitelik, öğrenmek, isteyenler, annesine, anne, benzeyeceğini, düşünürlerse, düşünür, yanılmamış, yanılmak, olurlar, olurlamak, nitekim, bir, kumaşın, kumaş, kenarına, kenar, bakanlar, bakan, yerini, yer, görmüş, görmek, olurlar, olurlamak","kız, kızmak, annesinin, anne, birçok, huylarını, huy, doğuştan, almış, almak, bulunur, sonra, annesinin, anne, eğitimi, eğitim, yetişir, bunun, bir, kızın, kızmak, niteliklerini, nitelik, öğrenmek, isteyenler, annesine, anne, benzeyeceğini, düşünürlerse, düşünmek, yanılmamış, yanılmak, olurlar, olmak, nitekim, bir, kumaşın, kumaş, kenarına, kenar, bakanlar, bakmak, yerini, yer, görmüş, görmek, olurlar, olmak",1,
230482,Anayı kızdan ayıran para,#ERROR!,"# Kişisel çıkar, ana-kız arasındaki bağın kopmasına bile yol açabilir. Sarsılmaz sanılan yakındostluklarda da... ","kişisel, çıkar, ana, kız, kızmak, arasındaki, aras, bağın, kopmasına, kopmak, bile, yol, açabilir, sarsılmaz, sarsılmak, sanılan, sanı, yakındostluklarda","kişisel, çıkar, ana, kız, arasındaki, ara, bağın, kopmasına, kopmak, bile, yol, açabilir, sarsılmaz, sarsılmak, sanılan, sanı, yakın, dostluklarda",1,
230490,"Anlayana sivrisinek saz, anlamayana davul zurna az",#ERROR!,"# Kimi zaman sözü biraz kapalı söylemek yeğlenir. Anlayışlı kimseler, ne denilmek istendiğini zaten anlarlar. Anlayışı kıt kimseler ise ne kadar açık söylense, ne kadar tekrarlansa yine anlamazlar. ","kimi, zaman, sözü, söz, biraz, kapalı, söylemek, yeğlenir, yeğlemek, anlayışlı, anlayış, kimseler, kimse, denilmek, demek, istendiğini, zaten, anlarlar, anlayışı, anlayış, kıt, kimseler, kimse, kadar, açık, söylense, söylenmek, kadar, tekrarlansa, tekrarlamak, yine, anlamazlar, anlamak","kimi, zaman, sözü, söz, biraz, kapalı, söylemek, yeğlenir, yeğlemek, anlayışlı, anlayış, kimseler, kimse, denilmek, demek, istendiğini, zaten, anlarlar, anlayışı, anlayış, kıt, kimseler, kimse, kadar, açık, söylense, söylemek, kadar, tekrarlansa, tekrarlamak, yine, anlamazlar, anlamak",1,
230493,"Aptal ata binerse bey oldum sanır, şalgam aşa girerse yağ oldum sanır","{{Haftanın Atasözü|21|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Aptal]] [[at]]a binerse [[bey]] oldum sanır, [[şalgam]] [[aş]]a girerse [[yağ]] oldum sanır

:[1] Görgüsüz kişi layık olmadığı bir iş başına geçerse, gerçekten değeri varmış gibi bir kuruntu gösterir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}","# Görgüsüz kişi layık olmadığı bir iş başına geçerse, gerçekten değeri varmış gibi bir kuruntu gösterir. ","görgüsüz, görgü, kişi, layık, olmadığı, olmak, bir, iş, başına, baş, geçerse, geçer, gerçekten, değeri, değer, varmış, varmak, bir, kuruntu, gösterir","görgüsüz, görgü, kişi, layık, olmadığı, olmak, bir, iş, başına, baş, geçerse, geçmek, gerçekten, değeri, değer, varmış, bir, kuruntu, gösterir",1,
230525,"Ar dünyası değil, kar dünyası",#ERROR!,"# Kişi, namusuna dokunmadıktan sonra, şu ya da bu işi yapmaktan utanmamalı, para kazanmalıdır. ","kişi, namusuna, namus, dokunmadıktan, dokunmak, sonra, işi, iş, yapmaktan, yapmak, utanmamalı, utanmak, para, kazanmalıdır, kazanmak","kişi, namusuna, namus, dokunmadıktan, dokunmak, sonra, işi, iş, yapmaktan, yapmak, utanmamalı, utanmak, para, kazanmalıdır, kazanmak",0,
230527,"Ar yılı değil, kâr yılı",#ERROR!,"# Çağımız; utanma çağı değil, para kazanma çağıdır. Kişi; namusu ile, her ne iş olursa olsun, yapmalıdır bu zamanda. ","çağımız, çağ, utanma, utanmak, çağı, çağ, değil, para, kazanma, kazanmak, çağıdır, çağ, kişi, namusu, namus, iş, olursa, olur, olsun, olmak, yapmalıdır, yapmak, zamanda, zaman","çağımız, çağ, utanma, utanmak, çağı, çağ, değil, para, kazanma, kazanmak, çağıdır, çağ, kişi, namusu, namus, iş, olursa, olmak, olsun, olmak, yapmalıdır, yapmak, zamanda, zaman",1,
212002,Araba devrilince yol gösteren çok olur,#ERROR!,"# ""İş işten geçtikten sonra verilen öğüdün değeri yoktur."" anlamında bir sözdür.","i, ş, işten, iş, geçtikten, geçmek, sonra, verilen, veri, öğüdün, öğüt, değeri, değer, yoktur, yok, anlamında, anlam, bir, sözdür, söz","iş, işten, iş, geçtikten, geçmek, sonra, verilen, vermek, öğüdün, öğüt, değeri, değer, yoktur, yok",1,
230505,Araba ile tavşan avlanmaz,#ERROR!,# Her işte başarıya ulaşabilmek için kullanılması gereken özel bir yol vardır. Başka bir yöntemkullanılırsa başarıya erişilemez.,"işte, başarıya, başarı, ulaşabilmek, u, kullanılması, kul, gereken, özel, bir, yol, vardır, varmak, başka, bir, yöntemkullanılırsa, başarıya, başarı, erişilemez","işte, başarıya, başarı, ulaşabilmek, kullanılması, kullanmak, gereken, özel, bir, yol, vardır, var, başka, bir, yöntem, kullanılırsa, başarıya, başarı, erişilemez",1,
230504,Arabanın ön tekerleği nereden geçerse art tekerleği de oradan geçer,#ERROR!,# Büyükleri nasıl bir yaşayış yolu tutmuşlarsa çocuklar da aynı yolu izlerler.,"büyükleri, büyük, bir, yaşayış, yolu, yol, tutmuşlarsa, tutmak, çocuklar, çocuk, aynı, yolu, yol, izlerler, izlemek","büyükleri, büyük, bir, yaşayış, yolu, yol, tutmuşlarsa, tutmak, çocuklar, çocuk, aynı, yolu, yol, izlerler, izlemek",0,
230506,"Arayan Mevlasını da bulur, belasını da",#ERROR!,"# İyi erek yolunu tutanlar iyi ereğe, kötü erek yolunu tutanlar kötü ereğe ulaşırlar. ","i, yi, erek, yolunu, yol, tutanlar, iyi, ereğe, erek, kötü, erek, yolunu, yol, tutanlar, kötü, ereğe, erek, ulaşırlar, u","iyi, erek, yolunu, yol, tutanlar, iyi, ereğe, erek, kötü, erek, yolunu, yol, tutanlar, kötü, ereğe, erek, ulaşırlar",1,
222316,"Ardında yüz köpek havlamayan kurt, kurt sayılmaz",#ERROR!,"# ""Önemli kimseleri çekemeyip onlara dil uzatanların çok olduğunu anlatır."" anlamında bir söz.","önemli, önem, kimseleri, kimse, çekemeyip, çekememek, onlara, on, dil, uzatanların, uzatmak, olduğunu, olmak, anlatır, anlamak, anlamında, anlam, bir, söz","önemli, önem, kimseleri, kimse, çekemeyip, çekememek, onlara, dil, uzatanların, uzatmak, olduğunu, olmak, anlatır, anlatmak",1,
222325,Arı bal alacak çiçeği bilir,#ERROR!,"# ""İşini bilen kimse nereye başvuracağını bilir."" anlamında bir söz.","i, şini, bilen, kimse, başvuracağını, bilir, anlamında, anlam, bir, söz","işini, bilen, kimse, başvuracağını, bilir",1,"('Arı, bal alacak çiçeği bilir', 98, 230495)"
230501,Arı gibi eri olanın dağ kadar yeri olur,#ERROR!,"# Çalışkan, kişileri olan aile ve toplumlar, her yerde bol kazanç bulurlar; bütün dünyayı kendi malları sayarlar. ","çalışkan, kişileri, kişi, olan, o, aile, toplumlar, toplum, yerde, yer, bol, kazanç, bulurlar, bütün, dünyayı, dünya, kendi, malları, mal, sayarlar, sayar","çalışkan, kişileri, kişi, olan, aile, toplumlar, toplum, yerde, yer, bol, kazanç, bulurlar, bütün, dünyayı, dünya, kendi, malları, mal, sayarlar, saymak",1,
230502,Arı kızdıranı sokar,#ERROR!,# Kişi kendisini sinirlendirene saldırır; sonunda öleceğini bilse bile.,"kişi, kendisini, kendi, sinirlendirene, sinirlenmek, saldırır, salmak, sonunda, öleceğini, bilse, bilmek, bile","kişi, kendisini, kendi, sinirlendirene, sinirlenmek, saldırır, saldırmak, sonunda, öleceğini, bilse, bilmek, bile",1,
230495,"Arı, bal alacak çiçeği bilir",#ERROR!,# Açıkgöz kişi; çıkar sağlayabileceği yeri bilir.,"açıkgöz, kişi, çıkar, sağlayabileceği, yeri, yer, bilir","açıkgöz, kişi, çıkar, sağlayabileceği, yeri, yer, bilir",0,
230496,"Arı, bey olan kovana üşer",#ERROR!,"# Halk, kendisine önderlik edecek kişinin çevresinde toplanır. ","halk, kendisine, kendi, önderlik, önder, edecek, kişinin, kişi, çevresinde, çevre, toplanır, toplamak","halk, kendisine, kendi, önderlik, önder, edecek, kişinin, kişi, çevresinde, çevre, toplanır, toplanmak",1,
